      1.000000       0.500000      -0.233634
      1.000000       0.505051      -0.229833
      1.000000       0.510101      -0.226037
      1.000000       0.515152      -0.222248
      1.000000       0.520202      -0.218463
      1.000000       0.525253      -0.214685
      1.000000       0.530303      -0.210912
      1.000000       0.535354      -0.207144
      1.000000       0.540404      -0.203382
      1.000000       0.545455      -0.199624
      1.000000       0.550505      -0.195872
      1.000000       0.555556      -0.192125
      1.000000       0.560606      -0.188383
      1.000000       0.565657      -0.184646
      1.000000       0.570707      -0.180914
      1.000000       0.575758      -0.177186
      1.000000       0.580808      -0.173463
      1.000000       0.585859      -0.169744
      1.000000       0.590909      -0.166030
      1.000000       0.595960      -0.162320
      1.000000       0.601010      -0.158615
      1.000000       0.606061      -0.154914
      1.000000       0.611111      -0.151217
      1.000000       0.616162      -0.147524
      1.000000       0.621212      -0.143835
      1.000000       0.626263      -0.140149
      1.000000       0.631313      -0.136468
      1.000000       0.636364      -0.132790
      1.000000       0.641414      -0.129116
      1.000000       0.646465      -0.125446
      1.000000       0.651515      -0.121779
      1.000000       0.656566      -0.118116
      1.000000       0.661616      -0.114455
      1.000000       0.666667      -0.110798
      1.000000       0.671717      -0.107145
      1.000000       0.676768      -0.103494
      1.000000       0.681818      -0.099847
      1.000000       0.686869      -0.096202
      1.000000       0.691919      -0.092560
      1.000000       0.696970      -0.088921
      1.000000       0.702020      -0.085285
      1.000000       0.707071      -0.081652
      1.000000       0.712121      -0.078021
      1.000000       0.717172      -0.074392
      1.000000       0.722222      -0.070766
      1.000000       0.727273      -0.067142
      1.000000       0.732323      -0.063521
      1.000000       0.737374      -0.059902
      1.000000       0.742424      -0.056285
      1.000000       0.747475      -0.052670
      1.000000       0.752525      -0.049057
      1.000000       0.757576      -0.045446
      1.000000       0.762626      -0.041837
      1.000000       0.767677      -0.038229
      1.000000       0.772727      -0.034624
      1.000000       0.777778      -0.031020
      1.000000       0.782828      -0.027417
      1.000000       0.787879      -0.023816
      1.000000       0.792929      -0.020217
      1.000000       0.797980      -0.016618
      1.000000       0.803030      -0.013022
      1.000000       0.808081      -0.009426
      1.000000       0.813131      -0.005831
      1.000000       0.818182      -0.002238
      1.000000       0.823232       0.001355
      1.000000       0.828283       0.004946
      1.000000       0.833333       0.008537
      1.000000       0.838384       0.012127
      1.000000       0.843434       0.015716
      1.000000       0.848485       0.019305
      1.000000       0.853535       0.022893
      1.000000       0.858586       0.026480
      1.000000       0.863636       0.030067
      1.000000       0.868687       0.033654
      1.000000       0.873737       0.037240
      1.000000       0.878788       0.040827
      1.000000       0.883838       0.044412
      1.000000       0.888889       0.047998
      1.000000       0.893939       0.051584
      1.000000       0.898990       0.055170
      1.000000       0.904040       0.058756
      1.000000       0.909091       0.062342
      1.000000       0.914141       0.065928
      1.000000       0.919192       0.069515
      1.000000       0.924242       0.073102
      1.000000       0.929293       0.076690
      1.000000       0.934343       0.080278
      1.000000       0.939394       0.083866
      1.000000       0.944444       0.087456
      1.000000       0.949495       0.091046
      1.000000       0.954545       0.094636
      1.000000       0.959596       0.098228
      1.000000       0.964646       0.101821
      1.000000       0.969697       0.105414
      1.000000       0.974747       0.109009
      1.000000       0.979798       0.112605
      1.000000       0.984848       0.116202
      1.000000       0.989899       0.119800
      1.000000       0.994949       0.123399
      1.000000       1.000000       0.127000
      1.040404       0.500000      -0.290962
      1.040404       0.505051      -0.286944
      1.040404       0.510101      -0.282934
      1.040404       0.515152      -0.278931
      1.040404       0.520202      -0.274935
      1.040404       0.525253      -0.270946
      1.040404       0.530303      -0.266964
      1.040404       0.535354      -0.262988
      1.040404       0.540404      -0.259020
      1.040404       0.545455      -0.255058
      1.040404       0.550505      -0.251102
      1.040404       0.555556      -0.247154
      1.040404       0.560606      -0.243211
      1.040404       0.565657      -0.239274
      1.040404       0.570707      -0.235344
      1.040404       0.575758      -0.231420
      1.040404       0.580808      -0.227502
      1.040404       0.585859      -0.223589
      1.040404       0.590909      -0.219683
      1.040404       0.595960      -0.215782
      1.040404       0.601010      -0.211887
      1.040404       0.606061      -0.207997
      1.040404       0.611111      -0.204112
      1.040404       0.616162      -0.200233
      1.040404       0.621212      -0.196359
      1.040404       0.626263      -0.192490
      1.040404       0.631313      -0.188627
      1.040404       0.636364      -0.184768
      1.040404       0.641414      -0.180914
      1.040404       0.646465      -0.177065
      1.040404       0.651515      -0.173221
      1.040404       0.656566      -0.169381
      1.040404       0.661616      -0.165546
      1.040404       0.666667      -0.161715
      1.040404       0.671717      -0.157888
      1.040404       0.676768      -0.154066
      1.040404       0.681818      -0.150248
      1.040404       0.686869      -0.146434
      1.040404       0.691919      -0.142624
      1.040404       0.696970      -0.138819
      1.040404       0.702020      -0.135017
      1.040404       0.707071      -0.131218
      1.040404       0.712121      -0.127424
      1.040404       0.717172      -0.123633
      1.040404       0.722222      -0.119845
      1.040404       0.727273      -0.116061
      1.040404       0.732323      -0.112281
      1.040404       0.737374      -0.108504
      1.040404       0.742424      -0.104729
      1.040404       0.747475      -0.100959
      1.040404       0.752525      -0.097191
      1.040404       0.757576      -0.093426
      1.040404       0.762626      -0.089664
      1.040404       0.767677      -0.085905
      1.040404       0.772727      -0.082148
      1.040404       0.777778      -0.078394
      1.040404       0.782828      -0.074643
      1.040404       0.787879      -0.070894
      1.040404       0.792929      -0.067148
      1.040404       0.797980      -0.063404
      1.040404       0.803030      -0.059663
      1.040404       0.808081      -0.055923
      1.040404       0.813131      -0.052186
      1.040404       0.818182      -0.048451
      1.040404       0.823232      -0.044718
      1.040404       0.828283      -0.040986
      1.040404       0.833333      -0.037257
      1.040404       0.838384      -0.033529
      1.040404       0.843434      -0.029803
      1.040404       0.848485      -0.026078
      1.040404       0.853535      -0.022356
      1.040404       0.858586      -0.018634
